index,datetime,equity
0,2026-04-03 10:15:00,100000.0
1,2026-04-04 07:47:00,98699.28
2,2026-04-04 08:40:00,98706.94
3,2026-04-04 12:26:00,98727.63
4,2026-04-04 16:28:00,96500.71
5,2026-04-04 19:02:00,94095.6
6,2026-04-05 01:07:00,95386.11
7,2026-04-05 01:55:00,94713.23
8,2026-04-05 07:31:00,92538.21
9,2026-04-05 12:03:00,92719.01
10,2026-04-05 13:29:00,90723.05
11,2026-04-05 14:55:00,88670.59
12,2026-04-05 22:03:00,86841.53
13,2026-04-05 22:13:00,86880.21
14,2026-04-06 06:11:00,85094.21
15,2026-04-06 14:00:00,85667.84
16,2026-04-07 01:51:00,85497.52
17,2026-04-07 06:09:00,85307.56
18,2026-04-07 20:02:00,85309.2
19,2026-04-08 02:07:00,83533.37
20,2026-04-08 04:05:00,81807.0
21,2026-04-08 22:21:00,80108.21
22,2026-04-09 00:40:00,79912.54
23,2026-04-09 03:46:00,78232.16
24,2026-04-09 15:28:00,78146.18
25,2026-04-09 21:07:00,78019.91
26,2026-04-10 02:20:00,77634.44
27,2026-04-10 14:12:00,77470.44
28,2026-04-10 18:15:00,77220.39
29,2026-04-11 16:15:00,75357.41
30,2026-04-11 16:39:00,73658.66
31,2026-04-11 18:30:00,72092.93
32,2026-04-11 22:16:00,70635.92
33,2026-04-12 01:35:00,74392.75
34,2026-04-13 13:02:00,76273.06
35,2026-04-13 21:41:00,74651.6
36,2026-04-14 05:21:00,72864.62
37,2026-04-14 22:29:00,72692.04
38,2026-04-15 17:27:00,72591.75
39,2026-04-15 18:49:00,71057.38
40,2026-04-16 00:33:00,69481.35
41,2026-04-16 13:28:00,71250.49
42,2026-04-16 15:37:00,74397.91
43,2026-04-16 15:38:00,74069.75
44,2026-04-16 19:39:00,75958.0
45,2026-04-17 10:32:00,77879.47
46,2026-04-17 12:24:00,76066.28
47,2026-04-17 13:51:00,74518.18
48,2026-04-17 16:08:00,72953.21
49,2026-04-17 16:26:00,71390.4
50,2026-04-17 22:32:00,71885.24
51,2026-04-18 10:04:00,70354.81
52,2026-04-18 13:30:00,68802.8
53,2026-04-18 16:18:00,67235.14
54,2026-04-19 04:31:00,65684.12
55,2026-04-19 06:12:00,64282.5
56,2026-04-19 09:27:00,62918.71
57,2026-04-19 13:05:00,66643.73
58,2026-04-19 13:20:00,66323.29
59,2026-04-19 20:41:00,64914.2
60,2026-04-20 07:22:00,67238.75
61,2026-04-20 09:39:00,66873.52
62,2026-04-20 14:26:00,66771.32
63,2026-04-20 17:08:00,65352.69
64,2026-04-21 03:03:00,67181.55
65,2026-04-21 06:04:00,66859.17
66,2026-04-21 11:11:00,67001.72
67,2026-04-21 15:03:00,66908.61
68,2026-04-21 16:01:00,67389.61
69,2026-04-21 21:21:00,67232.88
70,2026-04-22 11:51:00,65768.74
71,2026-04-23 07:37:00,64318.13
72,2026-04-23 13:45:00,64766.01
73,2026-04-23 18:59:00,63336.44
74,2026-04-24 09:02:00,61834.27
75,2026-04-24 18:34:00,61838.71
76,2026-04-25 12:29:00,60000.54
77,2026-04-25 21:02:00,60636.66
78,2026-04-25 23:09:00,60000.91
79,2026-04-26 04:49:00,61838.75
80,2026-04-26 08:01:00,60394.17
81,2026-04-26 14:19:00,60218.02
82,2026-04-26 17:28:00,59849.86
83,2026-04-26 21:55:00,60130.66
84,2026-04-27 05:15:00,63309.71
85,2026-04-27 19:30:00,63734.77
86,2026-04-28 17:35:00,65742.39
87,2026-04-28 18:06:00,65121.27
88,2026-04-28 19:44:00,63671.08
89,2026-04-28 21:53:00,65519.03
90,2026-04-29 05:45:00,63915.12
91,2026-04-29 06:05:00,62485.5
92,2026-04-29 07:35:00,61089.06
93,2026-04-29 09:20:00,59690.29
94,2026-04-29 13:23:00,59739.77
95,2026-04-29 18:06:00,59634.84
96,2026-04-30 02:31:00,60107.26
97,2026-05-01 03:07:00,58529.28
98,2026-05-01 05:07:00,57266.04
99,2026-05-01 08:11:00,57579.13
100,2026-05-01 11:20:00,57356.34
101,2026-05-01 15:37:00,56128.23
102,2026-05-01 20:53:00,58252.48
103,2026-05-02 15:07:00,56737.29
104,2026-05-02 21:31:00,55469.39
105,2026-05-03 04:10:00,56976.44
106,2026-05-03 05:19:00,56539.86
107,2026-05-03 14:55:00,55234.35
108,2026-05-03 16:34:00,54031.89
109,2026-05-03 19:33:00,52707.93
110,2026-05-04 01:21:00,52428.39
111,2026-05-04 10:04:00,56258.79
112,2026-05-04 12:32:00,56273.14
113,2026-05-05 03:34:00,55123.65
114,2026-05-05 05:27:00,53963.13
115,2026-05-05 13:01:00,53865.15
116,2026-05-05 22:43:00,55140.06
117,2026-05-05 23:23:00,53949.29
118,2026-05-06 03:25:00,54415.89
119,2026-05-06 08:04:00,55801.21
120,2026-05-06 11:15:00,54576.18
121,2026-05-06 13:30:00,56796.38
122,2026-05-06 13:47:00,56672.83
123,2026-05-07 08:00:00,58231.34
124,2026-05-07 17:26:00,57035.26
125,2026-05-07 18:43:00,55737.94
126,2026-05-08 14:40:00,55544.33
127,2026-05-08 22:01:00,55892.28
128,2026-05-09 00:36:00,55970.08
129,2026-05-09 14:12:00,55738.43
130,2026-05-09 15:36:00,56484.8
131,2026-05-09 18:26:00,55160.1
132,2026-05-10 01:29:00,56530.81
133,2026-05-10 01:37:00,55862.46
134,2026-05-10 14:48:00,55588.93
135,2026-05-10 17:23:00,54433.29
136,2026-05-10 17:51:00,53283.15
137,2026-05-10 19:16:00,52163.65
138,2026-05-10 20:46:00,53577.65
139,2026-05-10 21:54:00,53400.21
140,2026-05-11 03:01:00,55066.44
141,2026-05-11 18:08:00,54910.17
142,2026-05-11 23:33:00,53556.16
143,2026-05-12 01:34:00,52454.76
144,2026-05-12 03:46:00,51174.57
145,2026-05-12 06:51:00,50093.31
146,2026-05-12 08:00:00,49087.46
