symbol,use_leverage,leverage,total_return,final_capital,annual_return,total_pnl,total_trades,win_trades,loss_trades,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,long_trades,short_trades,liquidation_count,total_funding_fees,max_position_value
DOGE/USDT,False,1,-20.44,79558.03,-60.44,-20441.97,110,47,63,42.73,0.66,-23.5,-1.59,-2.35,59,51,0,0.0,673212.37
