entry_time,exit_time,side,entry_price,exit_price,size,pnl,return_pct,bars_held,exit_reason,leverage,margin,is_liquidated
2026-04-03 22:10:00,2026-04-04 15:05:00,,53.32933200000001,53.521721594627365,5197.7863040717775,-221.7555771799175,0,0,止损,1,0,False
2026-04-04 17:00:00,2026-04-04 18:15:00,,53.399318,53.73444096783242,5994.576361431552,-2137.766304989207,0,0,止损,1,0,False
2026-04-04 18:30:00,2026-04-04 19:10:00,,53.58928,53.79238847922713,9667.760066925748,-2171.6248068236364,0,0,止损,1,0,False
2026-04-05 01:05:00,2026-04-05 02:45:00,,53.519294,53.47,11472.602635564395,320.1544491480977,0,0,布林带中轨止盈,1,0,False
2026-04-05 17:45:00,2026-04-05 17:50:00,,53.390676,53.39,5896.593750797068,-129.91375351755258,0,0,布林带中轨止盈,1,0,False
2026-04-06 12:45:00,2026-04-06 13:35:00,,54.219153999999996,54.417911982860595,9621.757067614488,-2121.83939802413,0,0,止损,1,0,False
2026-04-07 04:45:00,2026-04-07 05:15:00,,53.600718,53.37548654667686,8283.881947299935,-2042.6532619206332,0,0,止损,1,0,False
2026-04-08 03:15:00,2026-04-08 05:20:00,,54.929012,55.186586952791515,7071.2835584673885,-1977.481530734536,0,0,止损,1,0,False
2026-04-09 05:35:00,2026-04-09 10:55:00,,54.090816,53.803355184143925,6187.725251806296,-1911.8967009793878,0,0,止损,1,0,False
2026-04-09 14:45:00,2026-04-09 14:50:00,,54.100818000000004,54.17,3566.629905784954,169.46485334345866,0,0,布林带中轨止盈,1,0,False
2026-04-09 16:25:00,2026-04-09 21:05:00,,54.629072,54.96424894275076,5190.269486677361,-1853.770364255334,0,0,止损,1,0,False
2026-04-10 13:30:00,2026-04-10 14:15:00,,54.799038,55.07108495457053,6250.078914326724,-1837.9943852135143,0,0,止损,1,0,False
2026-04-10 15:30:00,2026-04-11 00:05:00,,55.03899,54.91,3044.748711205857,325.8672755655233,0,0,布林带中轨止盈,1,0,False
2026-04-13 05:50:00,2026-04-13 06:00:00,,53.650728,53.77,8815.188154397,861.8080547264882,0,0,布林带中轨止盈,1,0,False
2026-04-13 14:40:00,2026-04-13 14:55:00,,53.220642,53.41,3374.792700920018,566.9449249983527,0,0,布林带中轨止盈,1,0,False
2026-04-14 05:10:00,2026-04-14 08:25:00,,54.149167999999996,54.416963024769366,6308.356282979117,-1826.6590632935827,0,0,止损,1,0,False
2026-04-14 14:35:00,2026-04-14 17:35:00,,54.859026,54.54,3412.6359538171205,1014.2695318339895,0,0,布林带中轨止盈,1,0,False
2026-04-14 22:25:00,2026-04-14 22:30:00,,54.319134,54.32,4435.793037532505,-100.22230789001843,0,0,布林带中轨止盈,1,0,False
2026-04-15 10:45:00,2026-04-15 10:50:00,,54.49089599999999,54.44,4774.423945751116,-346.96693698559886,0,0,布林带中轨止盈,1,0,False
2026-04-15 23:00:00,2026-04-16 01:05:00,,55.158966,54.9,3438.0833233235844,814.8463761276325,0,0,布林带中轨止盈,1,0,False
2026-04-17 00:10:00,2026-04-17 05:10:00,,56.158766,55.42,2433.080302909402,2524.5667592360996,0,0,布林带中轨止盈,1,0,False
