symbol,start_date,end_date,initial_capital,final_capital,total_return,total_pnl,annual_return,total_trades,win_trades,loss_trades,win_rate,avg_win,avg_loss,profit_factor,max_win,max_loss,avg_rr,max_drawdown,sharpe_ratio,sortino_ratio,avg_holding_bars,long_trades,short_trades,use_leverage,leverage,liquidation_count,total_funding_fees,total_liquidation_fees,max_position_value,avg_margin_used,max_margin_used,leverage_amplification,risk_per_trade_pct
BTC/USDT,2026-03-24,2026-06-22,100000.0,64250.4,-35.75,-35749.6,-83.37,105,38,67,36.19,956.24,-1075.92,0.5,2997.76,-2236.11,0.63,-37.5,-2.76,-4.48,32.9,52,53,True,10.0,0,322.45,0.0,872910.83,34234.31,87291.08,10.0,1.62
