symbol,start_date,end_date,initial_capital,final_capital,total_return,total_pnl,annual_return,total_trades,win_trades,loss_trades,win_rate,avg_win,avg_loss,profit_factor,max_win,max_loss,avg_rr,max_drawdown,sharpe_ratio,sortino_ratio,avg_holding_bars,long_trades,short_trades,use_leverage,leverage,liquidation_count,total_funding_fees,total_liquidation_fees,max_position_value,avg_margin_used,max_margin_used,leverage_amplification,risk_per_trade_pct
BTC/USDT,2026-03-24,2026-06-22,100000.0,63671.16,-36.33,-36328.84,-83.97,105,38,67,36.19,954.48,-1083.57,0.5,3009.13,-2291.3,0.63,-38.06,-2.79,-4.5,32.9,52,53,False,1.0,0,0.0,0.0,1215638.4,372481.27,1215638.4,1.0,1.63
