index,datetime,drawdown
0,2026-04-03 02:05:00,0.0
1,2026-04-04 11:50:00,0.0
2,2026-04-05 05:40:00,0.0
3,2026-04-06 21:20:00,-0.13
4,2026-04-09 15:10:00,0.0
5,2026-04-09 19:05:00,-2.08
6,2026-04-10 04:55:00,-4.16
7,2026-04-11 00:45:00,-4.3
8,2026-04-12 01:35:00,-0.93
9,2026-04-13 04:30:00,-1.02
10,2026-04-13 21:30:00,-1.19
11,2026-04-14 07:50:00,-1.68
12,2026-04-15 00:35:00,-0.99
13,2026-04-15 10:10:00,-1.2
14,2026-04-16 13:00:00,-3.26
15,2026-04-16 19:35:00,-5.27
16,2026-04-17 02:15:00,-4.86
17,2026-04-18 16:50:00,-6.88
18,2026-04-19 15:20:00,-7.1
19,2026-04-20 14:25:00,-7.43
20,2026-04-24 21:00:00,-9.4
21,2026-04-25 09:05:00,-11.37
22,2026-04-26 00:55:00,-13.33
23,2026-04-27 13:45:00,-15.19
24,2026-04-28 03:50:00,-15.39
25,2026-04-30 04:40:00,-17.18
26,2026-05-01 20:20:00,-16.57
27,2026-05-03 23:30:00,-16.37
28,2026-05-04 01:00:00,-16.23
29,2026-05-04 09:50:00,-18.04
30,2026-05-05 12:30:00,-19.79
31,2026-05-06 14:05:00,-17.14
32,2026-05-07 04:25:00,-16.28
33,2026-05-07 10:30:00,-16.74
34,2026-05-08 00:45:00,-16.72
35,2026-05-08 09:15:00,-18.51
36,2026-05-09 08:00:00,-18.34
37,2026-05-10 15:50:00,-20.07
38,2026-05-11 02:15:00,-19.97
39,2026-05-11 23:00:00,-19.64
40,2026-05-13 13:50:00,-17.08
41,2026-05-13 16:00:00,-17.52
42,2026-05-15 04:55:00,-17.01
43,2026-05-16 03:50:00,-18.85
44,2026-05-16 22:00:00,-17.66
45,2026-05-17 10:10:00,-19.44
46,2026-05-18 21:35:00,-19.29
47,2026-05-18 23:40:00,-21.04
48,2026-05-19 06:35:00,-22.78
49,2026-05-20 03:30:00,-23.02
50,2026-05-20 13:30:00,-23.26
51,2026-05-21 16:25:00,-23.59
52,2026-05-21 19:45:00,-25.2
53,2026-05-22 08:30:00,-26.77
54,2026-05-23 15:05:00,-24.12
55,2026-05-24 06:35:00,-21.83
56,2026-05-26 17:30:00,-21.68
57,2026-05-27 05:55:00,-21.03
58,2026-05-28 18:05:00,-18.5
59,2026-05-29 02:55:00,-16.12
60,2026-05-29 07:40:00,-15.89
61,2026-05-29 16:25:00,-16.01
62,2026-05-31 09:30:00,-15.8
63,2026-05-31 11:05:00,-15.91
64,2026-06-01 06:25:00,-13.37
65,2026-06-01 22:55:00,-13.34
66,2026-06-04 08:00:00,-15.21
67,2026-06-04 15:15:00,-15.54
68,2026-06-05 15:35:00,-17.35
69,2026-06-05 18:50:00,-19.12
70,2026-06-06 04:15:00,-20.86
71,2026-06-07 04:55:00,-22.59
72,2026-06-07 12:40:00,-22.39
73,2026-06-08 03:40:00,-22.47
74,2026-06-08 21:15:00,-24.17
75,2026-06-08 23:15:00,-23.42
76,2026-06-10 01:05:00,-24.0
77,2026-06-12 13:30:00,-23.03
78,2026-06-12 21:55:00,-22.94
79,2026-06-14 12:35:00,-24.66
80,2026-06-15 21:00:00,-24.75
81,2026-06-17 01:50:00,-24.91
82,2026-06-17 18:00:00,-23.62
83,2026-06-18 13:40:00,-25.3
84,2026-06-20 14:50:00,-25.43
85,2026-06-21 03:20:00,-27.11
86,2026-06-21 20:50:00,-28.71
87,2026-06-22 01:30:00,-26.84
88,2026-06-22 17:35:00,-26.93
89,2026-06-23 22:20:00,-25.01
90,2026-06-25 04:50:00,-24.67
91,2026-06-26 00:50:00,-26.34
92,2026-06-26 07:15:00,-26.19
93,2026-06-27 01:10:00,-26.26
94,2026-06-28 19:30:00,-26.35
95,2026-06-28 23:35:00,-26.2
96,2026-07-01 12:30:00,-25.73
97,2026-07-01 18:25:00,-25.82
98,2026-07-02 08:40:00,-25.82
