entry_time,exit_time,side,entry_price,exit_price,size,pnl,return_pct,bars_held,exit_reason,leverage,margin,is_liquidated
2026-04-03 15:15:00,2026-04-03 16:49:00,,66908.58560600001,67043.4497817516,14.829735093505473,-2397.6946400072457,0,0,止损,1,0,False
2026-04-04 08:09:00,2026-04-04 10:14:00,,66980.311258,66918.0,24.40550683926396,867.4707506142325,0,0,布林带中轨止盈,1,0,False
2026-04-04 12:08:00,2026-04-04 13:37:00,,67089.509414,67190.33259963414,19.324722876006184,-2467.7539448298153,0,0,止损,1,0,False
2026-04-04 13:49:00,2026-04-04 14:59:00,,67193.288654,67193.288654,11.757908872866745,312.6622555115733,0,0,保本止损,1,0,False
2026-04-04 15:25:00,2026-04-04 16:40:00,,67325.98211,67499.98483475632,10.889710065724376,-2188.861328958954,0,0,止损,1,0,False
2026-04-04 16:49:00,2026-04-04 19:15:00,,67433.41062,67532.64911096773,9.296779381009728,-501.5308331545426,0,0,止损,1,0,False
2026-04-04 23:02:00,2026-04-05 00:57:00,,67355.666172,67172.4,18.76320308662213,3348.646909235712,0,0,布林带中轨止盈,1,0,False
2026-04-05 06:21:00,2026-04-05 12:33:00,,66775.012332,66775.012332,5.13255411888512,672.2472925808078,0,0,保本止损,1,0,False
2026-04-05 17:20:00,2026-04-05 17:27:00,,67186.56,67317.13113220078,14.68749073890215,-2313.2501909964567,0,0,止损,1,0,False
2026-04-05 18:02:00,2026-04-05 18:32:00,,67292.828742,67385.56344226532,20.096068354055443,-2405.2768309297553,0,0,止损,1,0,False
2026-04-05 18:50:00,2026-04-05 19:18:00,,67386.97990800001,67462.49968514244,23.89677031241192,-2449.533112287947,0,0,止损,1,0,False
2026-04-05 22:00:00,2026-04-05 22:02:00,,67495.20825800001,67698.31621110557,8.580685443756858,-1975.1646393159085,0,0,止损,1,0,False
2026-04-06 03:41:00,2026-04-06 06:08:00,,69073.98244,69249.2929907939,9.689484831558854,-1967.0649123418043,0,0,止损,1,0,False
2026-04-06 10:26:00,2026-04-06 10:36:00,,69742.218766,69888.11184174803,11.336886864312268,-1970.8987408860376,0,0,止损,1,0,False
2026-04-06 16:55:00,2026-04-06 22:54:00,,69891.41892,68944.6,1.6466642285583484,2272.0829911350756,0,0,布林带中轨止盈,1,0,False
2026-04-07 00:49:00,2026-04-07 01:00:00,,68907.498744,68696.63923368261,7.905729876456844,-1884.2371597319843,0,0,止损,1,0,False
2026-04-07 01:17:00,2026-04-07 01:50:00,,68743.735998,68518.03067406682,7.19945567241179,-1822.272484523883,0,0,止损,1,0,False
2026-04-07 02:37:00,2026-04-07 06:13:00,,68667.260706,68489.78574386399,4.4641527629652975,-245.23291328475867,0,0,止损,1,0,False
2026-04-07 07:45:00,2026-04-07 07:59:00,,68692.125678,68624.36392570213,23.436941257904248,-2231.4662826129024,0,0,止损,1,0,False
2026-04-07 15:11:00,2026-04-07 17:36:00,,67984.534188,68978.0,2.711787120176331,3310.506082956015,0,0,布林带中轨止盈,1,0,False
2026-04-07 18:30:00,2026-04-07 18:31:00,,68687.47474800001,68678.13,10.720131277324384,-394.6723531060085,0,0,布林带中轨止盈,1,0,False
2026-04-08 01:18:00,2026-04-08 05:50:00,,71509.115316,71779.21945657492,5.901134350865852,-1763.3523493032162,0,0,止损,1,0,False
2026-04-08 23:35:00,2026-04-09 00:18:00,,71058.50886,70936.38620267379,12.735375483543564,-1916.6385015920928,0,0,止损,1,0,False
2026-04-09 00:55:00,2026-04-09 01:07:00,,70838.144796,70623.2222547751,7.024416625303001,-1708.1402463480688,0,0,止损,1,0,False
2026-04-09 01:50:00,2026-04-09 09:18:00,,70917.38063999999,71375.25,3.0553364936271086,1960.5308525102805,0,0,布林带中轨止盈,1,0,False
2026-04-09 09:45:00,2026-04-09 09:46:00,,71332.86372000001,71312.72,10.462850813535738,-509.2144773766911,0,0,布林带中轨止盈,1,0,False
2026-04-09 16:48:00,2026-04-09 16:58:00,,71763.104508,72022.74198640627,5.793181196867133,-1671.023275754153,0,0,止损,1,0,False
2026-04-09 17:50:00,2026-04-09 20:21:00,,72309.505206,72309.505206,3.173212343047129,550.4210440927461,0,0,保本止损,1,0,False
2026-04-09 21:10:00,2026-04-09 22:17:00,,72226.081894,72735.08457010814,2.9225029323439693,-1572.5892126731349,0,0,止损,1,0,False
2026-04-10 01:21:00,2026-04-10 01:32:00,,71899.61720000001,72104.05088741332,3.557195979188108,-204.60882336720334,0,0,止损,1,0,False
2026-04-10 15:27:00,2026-04-10 20:30:00,,72869.4232,73331.85978392512,1.5772335308201213,-91.9456781140494,0,0,止损,1,0,False
2026-04-10 21:06:00,2026-04-11 04:15:00,,73199.05726,72748.0,3.0602751833296646,1936.366289894283,0,0,布林带中轨止盈,1,0,False
2026-04-11 14:08:00,2026-04-11 16:40:00,,72720.44118,73082.52,6.606696432822148,2764.9217712000213,0,0,布林带中轨止盈,1,0,False
2026-04-11 20:01:00,2026-04-11 23:07:00,,73577.93147,73059.22,6.244261475647073,3660.8843333113578,0,0,布林带中轨止盈,1,0,False
2026-04-11 23:43:00,2026-04-12 00:00:00,,73067.58356,73016.06,13.326639557933825,297.4124274374083,0,0,布林带中轨止盈,1,0,False
2026-04-12 05:21:00,2026-04-12 09:02:00,,71583.873912,71583.873912,7.639545368159874,388.0868755313163,0,0,保本止损,1,0,False
2026-04-12 23:52:00,2026-04-13 00:54:00,,70780.283226,71204.87,3.954849539159364,2285.7183525958303,0,0,布林带中轨止盈,1,0,False
