index,datetime,drawdown
0,2026-04-03 02:10:00,0.0
1,2026-04-04 10:40:00,0.0
2,2026-04-04 19:05:00,-2.1
3,2026-04-04 23:45:00,-1.99
4,2026-04-07 19:45:00,-0.86
5,2026-04-08 07:25:00,-2.95
6,2026-04-09 13:40:00,-4.99
7,2026-04-09 17:35:00,-6.93
8,2026-04-11 13:15:00,-7.6
9,2026-04-12 01:40:00,-3.75
10,2026-04-14 14:50:00,-4.17
11,2026-04-16 09:00:00,-4.52
12,2026-04-16 13:55:00,-4.97
13,2026-04-17 12:05:00,-5.97
14,2026-04-19 15:35:00,-5.45
15,2026-04-21 17:00:00,-5.36
16,2026-04-24 03:20:00,-3.98
17,2026-04-27 00:30:00,-4.3
18,2026-04-28 19:45:00,-4.51
19,2026-05-01 09:45:00,-4.34
20,2026-05-04 19:35:00,-4.55
21,2026-05-06 07:25:00,-6.51
22,2026-05-07 06:10:00,-6.43
23,2026-05-07 13:35:00,-5.83
24,2026-05-09 00:30:00,-7.79
25,2026-05-11 02:15:00,-7.59
26,2026-05-11 14:10:00,-7.79
27,2026-05-11 17:45:00,-8.02
28,2026-05-14 03:20:00,-8.11
29,2026-05-15 02:35:00,-5.85
30,2026-05-16 20:40:00,-7.89
31,2026-05-17 13:00:00,-8.2
32,2026-05-19 05:35:00,-10.12
33,2026-05-20 13:35:00,-9.12
34,2026-05-22 11:45:00,-11.05
35,2026-05-23 15:15:00,-8.71
36,2026-05-24 06:05:00,-10.67
37,2026-05-25 00:35:00,-9.99
38,2026-05-26 08:15:00,-9.92
39,2026-05-28 12:20:00,-11.82
40,2026-05-30 14:55:00,-13.68
41,2026-05-31 13:15:00,-13.1
42,2026-05-31 16:20:00,-14.93
43,2026-06-01 00:35:00,-15.1
44,2026-06-01 13:50:00,-16.84
45,2026-06-04 07:20:00,-18.54
46,2026-06-04 18:30:00,-18.73
47,2026-06-05 12:35:00,-20.38
48,2026-06-05 19:15:00,-21.98
49,2026-06-05 21:35:00,-20.55
50,2026-06-06 07:20:00,-20.79
51,2026-06-07 05:10:00,-22.42
52,2026-06-08 04:55:00,-21.29
53,2026-06-08 21:05:00,-22.94
54,2026-06-09 14:15:00,-23.02
55,2026-06-09 15:55:00,-24.6
56,2026-06-09 19:05:00,-25.0
57,2026-06-11 08:15:00,-25.02
58,2026-06-12 22:00:00,-25.47
59,2026-06-13 21:10:00,-24.91
60,2026-06-14 13:20:00,-26.47
61,2026-06-15 10:35:00,-28.03
62,2026-06-15 22:30:00,-28.36
63,2026-06-16 18:00:00,-27.23
64,2026-06-17 15:45:00,-26.63
65,2026-06-18 12:20:00,-25.65
66,2026-06-19 17:45:00,-25.46
67,2026-06-20 00:10:00,-25.72
68,2026-06-20 02:20:00,-25.81
69,2026-06-20 12:35:00,-25.1
70,2026-06-20 14:50:00,-25.42
71,2026-06-20 22:15:00,-23.63
72,2026-06-21 04:55:00,-23.65
73,2026-06-22 05:05:00,-23.03
74,2026-06-22 17:40:00,-23.25
75,2026-06-24 04:50:00,-23.38
76,2026-06-24 10:20:00,-23.88
77,2026-06-24 12:55:00,-23.87
78,2026-06-24 22:00:00,-21.64
79,2026-06-25 04:50:00,-21.32
80,2026-06-26 02:10:00,-22.93
81,2026-06-26 13:50:00,-22.73
82,2026-06-28 12:30:00,-22.16
83,2026-06-29 10:05:00,-23.8
84,2026-06-29 16:50:00,-24.16
85,2026-06-30 00:35:00,-24.24
86,2026-07-01 21:05:00,-25.84
87,2026-07-02 08:45:00,-25.84
