index,datetime,equity
0,2026-04-03 02:05:00,100000.0
1,2026-04-04 15:05:00,100613.01
2,2026-04-05 03:50:00,100528.39
3,2026-04-05 22:50:00,100278.7
4,2026-04-08 05:05:00,98174.49
5,2026-04-09 14:25:00,96106.71
6,2026-04-09 15:10:00,96759.61
7,2026-04-09 22:15:00,94761.34
8,2026-04-09 23:30:00,95573.05
9,2026-04-12 09:05:00,94651.55
10,2026-04-13 12:55:00,94349.58
11,2026-04-14 13:20:00,92334.14
12,2026-04-14 15:05:00,93041.4
13,2026-04-15 07:15:00,91089.49
14,2026-04-16 02:00:00,89220.63
15,2026-04-17 12:50:00,89142.8
16,2026-04-18 02:00:00,90187.34
17,2026-04-18 17:10:00,88302.73
18,2026-04-19 15:30:00,88718.63
19,2026-04-20 05:05:00,86835.69
20,2026-04-22 05:15:00,85013.58
21,2026-04-22 19:05:00,85002.81
22,2026-04-23 17:45:00,84664.54
23,2026-04-24 01:50:00,82936.82
24,2026-04-24 11:00:00,84013.22
25,2026-04-24 18:15:00,84523.26
26,2026-04-25 02:50:00,84231.93
27,2026-04-26 05:10:00,85235.36
28,2026-04-26 17:00:00,85525.89
29,2026-04-27 00:30:00,85382.65
30,2026-04-28 08:15:00,85840.23
31,2026-04-29 04:35:00,88493.67
32,2026-04-29 13:30:00,91398.33
33,2026-04-30 12:25:00,91065.48
34,2026-05-01 08:15:00,90135.54
35,2026-05-02 04:10:00,89820.54
36,2026-05-03 09:35:00,90032.48
37,2026-05-03 23:20:00,90946.14
38,2026-05-04 10:10:00,90992.79
39,2026-05-05 23:35:00,91688.11
40,2026-05-07 00:30:00,91458.37
41,2026-05-08 06:25:00,89540.56
42,2026-05-09 09:55:00,89499.55
43,2026-05-09 17:30:00,90785.49
44,2026-05-10 07:00:00,90705.24
45,2026-05-11 02:15:00,90915.29
46,2026-05-12 07:10:00,93027.23
47,2026-05-13 12:25:00,95417.82
48,2026-05-13 22:05:00,93397.6
49,2026-05-15 08:25:00,92539.73
50,2026-05-16 04:25:00,90595.82
51,2026-05-17 09:00:00,90874.29
52,2026-05-19 00:25:00,90865.41
53,2026-05-20 05:05:00,91846.23
54,2026-05-20 17:35:00,89937.5
55,2026-05-22 04:10:00,89896.39
56,2026-05-22 18:35:00,88049.16
57,2026-05-23 07:45:00,86250.68
58,2026-05-24 07:00:00,86154.69
59,2026-05-25 00:25:00,86533.21
60,2026-05-25 20:45:00,86456.43
61,2026-05-27 04:15:00,84635.44
62,2026-05-28 14:20:00,86381.74
63,2026-05-29 09:15:00,86263.68
64,2026-05-29 19:10:00,86401.74
65,2026-05-29 22:00:00,87007.73
66,2026-05-30 16:10:00,86846.85
67,2026-05-31 13:15:00,86817.88
68,2026-05-31 23:05:00,89023.91
69,2026-06-02 14:05:00,87128.66
70,2026-06-05 12:00:00,85351.12
71,2026-06-05 19:00:00,83616.99
72,2026-06-06 01:00:00,83940.5
73,2026-06-06 12:55:00,83769.44
74,2026-06-07 02:50:00,82029.94
75,2026-06-07 21:45:00,81822.56
76,2026-06-08 08:20:00,82039.18
77,2026-06-09 00:30:00,84507.82
78,2026-06-11 13:50:00,84541.18
79,2026-06-14 04:30:00,84305.07
80,2026-06-14 10:20:00,84080.19
81,2026-06-14 21:20:00,88969.84
82,2026-06-16 04:50:00,88714.88
83,2026-06-17 02:20:00,89496.4
84,2026-06-17 22:00:00,87634.14
85,2026-06-19 04:00:00,87547.78
86,2026-06-19 17:40:00,87275.5
87,2026-06-20 14:10:00,90128.54
88,2026-06-20 19:00:00,89739.81
89,2026-06-21 11:05:00,89587.48
90,2026-06-22 10:10:00,89249.96
91,2026-06-22 19:00:00,89328.9
92,2026-06-23 22:05:00,89866.61
93,2026-06-25 01:00:00,90822.25
94,2026-06-26 02:05:00,90726.71
95,2026-06-26 13:55:00,91946.08
96,2026-06-26 15:45:00,91560.26
97,2026-06-26 22:05:00,91048.42
98,2026-06-27 19:30:00,93903.81
99,2026-06-30 00:35:00,94144.41
100,2026-07-01 10:15:00,94066.16
101,2026-07-01 13:30:00,94641.76
102,2026-07-02 08:40:00,94641.76
