symbol,use_leverage,leverage,total_return,final_capital,annual_return,total_pnl,total_trades,win_trades,loss_trades,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,long_trades,short_trades,liquidation_count,total_funding_fees,max_position_value
LTC/USDT,True,10.0,-43.84,56160.75,-90.37,-43839.25,284,84,200,29.58,0.71,-49.41,-2.11,-4.28,155,129,0,344.39,437020.19
