symbol,use_leverage,leverage,total_return,final_capital,annual_return,total_pnl,total_trades,win_trades,loss_trades,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,long_trades,short_trades,liquidation_count,total_funding_fees,max_position_value
ETH/USDT,True,10.0,-34.88,65119.99,-82.44,-34880.01,104,44,60,42.31,0.45,-36.31,-3.09,-4.72,52,52,0,110.95,837510.35
